id,require_grads,x1,x2,op_type,op_attr,x1_shape,x1_hidden,x2_shape,x2_hidden,grad_of,extra_attr,phase
x,N,,,T,,"Batch/dp, 1/sp, Din/tp",1,,,,,forward
w,Y,,,T,,"Din, Dout/tp",1,,,,,forward
y,N,x,w,M,"bsm,mn->bsn","Batch/dp, 1/sp, Din",1,"Din, Dout/tp",1,,,forward
