id,require_grads,x1,x2,op_type,op_attr,x1_shape,x1_hidden,x2_shape,x2_hidden,grad_of,extra_attr,phase
x,N,,,T,,"Batch/dp, (Seq/cp)*KExperts/(tp*ep), Dmodel/1",1,,,,,forward
x_expert,N,x,,SLICE,1:(Seq/cp)*KExperts/(Experts*tp*ep),"Batch/dp, (Seq/cp)*KExperts/(tp*ep), Dmodel/1",1,,,,,forward
y_expert,N,,,T,,"Batch/dp, (Seq/cp)*KExperts/(Experts*tp*ep), Dmodel",1/1,,,,,forward
y,N,y_expert,,SLICE,1:(Seq/cp)*KExperts/(tp*ep),"Batch/dp, (Seq/cp)*KExperts/(Experts*tp*ep), Dmodel",1/1,,,,,forward
