id,require_grads,x1,x2,op_type,op_attr,x1_shape,x1_hidden,x2_shape,x2_hidden,grad_of,extra_attr,phase
x,N,,,T,,"Batch/dp, Seq*Feat/tp",1,,,,,forward
y,N,x,,R,,"Batch/dp, Seq*Feat/tp",1,"Batch/dp, Seq, Feat/tp",1,,,forward
dy,N,,,T,,"Batch/dp, Seq, Feat/tp",1,,,y,,backward
dx,N,dy,,R,,"Batch/dp, Seq, Feat/tp",1,"Batch/dp, Seq*Feat/tp",1,x,,backward
