id,require_grads,x1,x2,op_type,op_attr,x1_shape,x1_hidden,x2_shape,x2_hidden,grad_of,extra_attr,phase
x,N,,,T,,"Batch/dp, Seq, Din/tp",1,,,,,forward
w,Y,,,T,,"Din/dp, Dout/tp",1,,,,,forward
y,N,x,w,M,"bsm,mn->bsn","Batch/dp, Seq, Din",1,"Din, Dout/tp",1,,,forward
dy,N,,,T,,"Batch/dp, Seq, Dout/tp",1,,,y,,backward
dw,N,dy,x,M,"bsn,bsm->mn","Batch/dp, Seq, Dout/tp",1,"Batch/dp, Seq, Din",1,w,,backward
dx,N,dy,w,M,"bsn,mn->bsm","Batch/dp, Seq, Dout/tp",1,"Din, Dout/tp",1,x,,backward
